ID,值,类别
8000,-0.018968457809959587,B
8001,0.2627416681595875,D
8002,-0.050832589565407274,D
8003,0.24346443101207357,C
8004,-0.56233519706828,B
8005,0.21119080240340238,A
8006,0.3555036897070336,A
8007,0.3653442561049435,C
8008,0.8305846850144217,D
8009,0.028359083520853232,B
8010,-1.1490829537215732,A
8011,0.247688353374631,C
8012,-0.32822974091325247,B
8013,-1.326224167570288,A
8014,0.5016834806432117,C
8015,0.02786912824401044,C
8016,-0.8317717700214273,C
8017,0.2721625431383557,B
8018,-0.4339448808574342,C
8019,-1.2783632589935074,C
8020,-0.5525889869484537,D
8021,0.30353627021783425,D
8022,0.8057817689477041,A
8023,2.3213421413074684,C
8024,0.7650953815709793,A
8025,-1.8338765257553682,D
8026,-0.568972063400578,C
8027,-1.0631380794298404,C
8028,-0.3454048155609893,D
8029,1.0087091363978715,B
8030,0.9500958268918368,B
8031,-1.5618382012643426,D
8032,0.1820249292896266,C
8033,0.34064464572504816,B
8034,-1.032742403053687,C
8035,-1.3500208201117463,A
8036,0.35416820493258594,C
8037,0.7895238477029616,A
8038,0.3184489614775606,C
8039,-0.03736556449291098,D
8040,2.266454125194429,D
8041,-0.8230425940873997,B
8042,-0.3206672873127909,D
8043,0.29893933394850114,B
8044,-0.6879025168770135,B
8045,-0.9843008785116493,C
8046,-0.8059142309841689,D
8047,-0.5032863051570046,B
8048,0.33597037192463414,C
8049,-1.2202228051144854,C
8050,-0.6983403251823037,C
8051,-0.1276663529120261,B
8052,-0.3294424764348232,B
8053,0.027216184006772167,A
8054,-0.07600501862326901,A
8055,-0.8144348920781438,A
8056,-0.6917060047603187,B
8057,0.11894665614568359,D
8058,0.7533233079220455,D
8059,-1.3221061957708422,D
8060,-0.16372559270269962,D
8061,1.1674620102760735,D
8062,-0.2726044821889168,A
8063,-0.19354734726295067,A
8064,-0.22646705162593467,A
8065,0.6749777143766681,C
8066,-0.37226886491010386,C
8067,0.03540661628758749,D
8068,-0.963474911056865,C
8069,0.8983380155925308,A
8070,-0.7395565950369685,D
8071,-1.3019222489686175,B
8072,0.49217214130293835,D
8073,-1.8397842948538021,B
8074,0.5122749333010719,D
8075,-0.4241959755719544,C
8076,-1.1093101004281691,D
8077,-1.530175998420253,D
8078,0.9912264902629848,A
8079,1.1613759230038871,A
8080,-1.9326436924030344,A
8081,-0.2597290939115331,B
8082,-1.3345226784719422,C
8083,0.8024521751930342,C
8084,-0.5035563779345479,C
8085,0.7447744756824166,D
8086,0.7214102341768541,C
8087,-1.4042638765826911,C
8088,0.6923443116117713,A
8089,-1.2197624260962705,A
8090,0.18407230586789683,D
8091,1.211866624657353,B
8092,0.17917081936495935,C
8093,0.27234358394469205,A
8094,0.3206023109203196,B
8095,-0.0442261253499791,C
8096,-0.24718941066135444,D
8097,1.238524331835061,B
8098,0.13602615211994695,B
8099,1.5034202344114158,B
8100,1.0175623154795845,A
8101,-0.8281197327598602,C
8102,-0.6767025396715801,A
8103,-0.8610961135261034,D
8104,0.1010037172387132,D
8105,-1.7627721128229972,D
8106,-0.8419873300277358,B
8107,-1.4469199500185403,A
8108,-0.32152589083007316,A
8109,-1.3361792832036403,D
8110,-0.1365666720179494,C
8111,0.26912404923740124,C
8112,0.8258691974874975,D
8113,0.6856792163118688,D
8114,-3.1823741482667054,A
8115,1.9138575228257726,D
8116,-0.28889324381341924,C
8117,0.48008699877274863,A
8118,-0.5429160155917861,B
8119,-1.2024072060969384,B
8120,-0.4810145885199567,B
8121,1.2394062520014262,D
8122,-1.399529965874972,C
8123,0.9869290270630189,D
8124,1.3574988516913822,B
8125,-1.2511952561612114,C
8126,0.6674498560872291,A
8127,-0.5934360910334512,B
8128,-1.9393955465207506,C
8129,0.8535947292035272,A
8130,-0.2943560350987088,D
8131,-1.0192607500935107,D
8132,-0.027401230908751982,A
8133,0.5204325592868805,D
8134,0.649680440189731,A
8135,0.47764726450198364,B
8136,1.3313512502888503,B
8137,-0.9470472486509931,B
8138,-0.6053538192156062,D
8139,-0.055425181861944076,B
8140,1.8852965798232504,D
8141,0.147833802294144,D
8142,-1.5009428472189803,C
8143,1.928739468540732,B
8144,-1.0885147268267008,C
8145,-1.4765479876012448,A
8146,-0.6297453212169263,A
8147,0.3418361158756266,B
8148,-0.7970278055763957,A
8149,0.8932318687051728,D
8150,-0.13771853776575024,C
8151,0.0328512659768638,B
8152,-0.03006376120870133,D
8153,-1.5371165689521866,D
8154,-0.28390684685243284,A
8155,-1.00467002620139,B
8156,-1.5638272866499159,D
8157,0.25759769989627046,C
8158,0.5920792991161793,D
8159,1.1113516624475508,B
8160,0.43058364060613313,C
8161,0.23613593751695106,D
8162,-1.241885297216545,B
8163,0.4307112951221125,C
8164,1.018431676980381,B
8165,0.061399495680223945,B
8166,-0.8537786520820158,B
8167,-0.7736897043928364,B
8168,-0.699116532945478,A
8169,1.034304025507158,D
8170,-1.1701897077376282,C
8171,-0.7135828320089593,A
8172,1.5387151274660595,D
8173,0.7284869814520775,A
8174,1.1943181444096034,B
8175,0.8189524055559069,A
8176,-0.48239710070091474,C
8177,-0.9440467685281931,C
8178,-0.6862295363873187,A
8179,-1.321412243851088,A
8180,2.5461521481817404,D
8181,-0.37621659842110455,D
8182,0.5288588297931023,D
8183,2.003596892065554,C
8184,-1.3897454125763165,A
8185,-0.5796487329178655,D
8186,-0.9242113505176327,B
8187,0.8079919735423414,D
8188,0.28240081434713543,A
8189,-0.8899948320420341,C
8190,-0.8100057710592206,C
8191,1.4384699169086772,D
8192,-0.036544346425777856,C
8193,1.0642150447382035,A
8194,0.5805888888418526,A
8195,-0.8781771967689851,A
8196,-0.27600955293904234,D
8197,-0.793764923337669,D
8198,-0.6381005392323701,C
8199,1.5103386945577724,B
8200,-0.18451929713176377,D
8201,0.3404701282348679,C
8202,0.2440560795406795,C
8203,0.23252811242677554,A
8204,-0.11384458041734447,C
8205,0.012786436743782749,C
8206,-0.4037832420042898,D
8207,0.5325942399546528,A
8208,-0.3981152356115604,D
8209,-1.2235294442835394,C
8210,-0.32460222892825635,A
8211,0.20847646667980915,C
8212,-0.6630416212578494,A
8213,-0.5809917540505753,B
8214,-2.036837983974421,B
8215,-0.26736932483908665,A
8216,-0.6381528742902354,C
8217,1.1287314024937327,C
8218,-0.21810097214394403,D
8219,0.2949037958672067,C
8220,0.2730224506236181,C
8221,0.32312267925501487,D
8222,0.31743666512145857,B
8223,0.37241718514824146,D
8224,0.7055997143845854,A
8225,0.31386412766814514,B
8226,-0.7341026168150009,C
8227,1.3666742057890844,A
8228,0.683349951792131,B
8229,-0.4704109861760409,A
8230,0.7241548401227029,B
8231,-0.5126966994862784,B
8232,-0.30723318080198275,B
8233,-0.6070144966005683,A
8234,1.8432547521924045,C
8235,-0.16023129517501722,D
8236,0.5406271165830453,A
8237,-0.6377344951896512,D
8238,0.3332167819712622,C
8239,1.3362561273689098,D
8240,-0.822060177909931,C
8241,0.9599512407205234,B
8242,1.6951973244855265,B
8243,0.021460243826500414,C
8244,-0.6069352524334396,B
8245,-1.4772828213143114,C
8246,0.9030540148701628,B
8247,0.2680074525833857,D
8248,0.01587000475243482,D
8249,-1.2204916384838158,C
8250,2.2460946994338364,C
8251,0.6732205371314005,D
8252,0.5330907932994625,A
8253,-2.8570079967830755,D
8254,0.29538209125793125,C
8255,0.05823386587847124,C
8256,-1.5902404785985609,D
8257,-2.1594142416774402,B
8258,0.8096896208684364,A
8259,-0.2662734311646093,A
8260,0.8547990426687604,A
8261,-0.2291296962203781,D
8262,-1.2632659802491366,A
8263,-2.186407190472356,B
8264,-0.8465801316592027,D
8265,-0.16142639951981697,C
8266,-0.20960749681092863,B
8267,-0.012739849375711737,A
8268,-0.20786690355137508,C
8269,3.1835643789698005,C
8270,-0.5142234884285828,B
8271,0.7562786270771367,D
8272,0.9229446383399862,C
8273,-0.9006879227494649,C
8274,-0.19921971129556487,B
8275,-0.79893828148106,B
8276,-1.312194470848512,D
8277,-0.013602616523947673,C
8278,-0.03804284167950341,D
8279,-0.5544709458614,D
8280,-0.32120695734334426,A
8281,0.07250369318277622,C
8282,-0.6735663313136729,C
8283,-0.9526074400850383,A
8284,2.1977983522369637,A
8285,-0.7301242101712203,D
8286,-0.4062911391420504,B
8287,0.483471044494345,D
8288,0.5690348385664186,B
8289,1.329450372147287,C
8290,1.5143024946846844,A
8291,0.034144386920209865,C
8292,1.8640834848583248,D
8293,1.5855234497169384,D
8294,-0.5285982375720664,D
8295,-0.37900476083037327,B
8296,-0.4357780566429422,B
8297,0.8578472371051802,D
8298,0.6943457373472821,D
8299,-1.6509724522881593,A
8300,-0.916081145825824,D
8301,3.252247152359688,B
8302,1.3009677549302592,A
8303,0.8456965401413136,A
8304,1.5789322254312035,C
8305,-1.4528639163039139,C
8306,0.35641397048844076,B
8307,0.05818441754660453,A
8308,-0.10876240978404464,C
8309,2.1911059208365837,D
8310,-0.05947831445039769,A
8311,0.028131200216880908,B
8312,-0.4399993630857432,B
8313,0.6370217542698454,A
8314,-0.11938048419619438,A
8315,-1.2732336619681341,D
8316,0.18239113107739197,C
8317,0.861173267832732,A
8318,0.018364779891333706,B
8319,-0.29254813434012183,D
8320,0.255335837600795,C
8321,0.24528672505562535,B
8322,1.7664747580889641,B
8323,-0.33732147271600216,C
8324,-0.7357467036618501,A
8325,-1.5870744872758293,A
8326,0.7619915913468471,C
8327,1.5730743030764278,C
8328,0.24288298282625742,A
8329,0.8039871768727039,C
8330,0.46814992814087836,D
8331,-0.8276328449746464,A
8332,-0.8390421565363512,C
8333,1.9129812752625992,B
8334,-1.7790426779953366,C
8335,-1.3100080386073938,D
8336,0.2881921463096142,A
8337,2.5994466374265177,D
8338,1.0895011636426444,D
8339,0.4815524997715749,D
8340,1.1226517100212392,B
8341,-0.5996740563023893,D
8342,0.7334827475411919,A
8343,-0.02509849683330978,A
8344,-1.0207429520253577,A
8345,-0.4557654880245981,C
8346,0.33228542826498747,B
8347,-0.8868049603306006,B
8348,-0.39556665841375754,C
8349,0.30854649370956544,A
8350,1.7839623212172173,A
8351,-0.008813273748610151,C
8352,1.4054394559530556,B
8353,0.14975852929168743,A
8354,-1.0293781840839702,D
8355,-0.8671823537517372,A
8356,-1.9830511599119054,B
8357,-0.13246988607382695,C
8358,0.2565545801014927,A
8359,0.8106739561396242,D
8360,-1.3437964335571349,B
8361,1.4301849355241467,D
8362,0.2299859176827615,A
8363,0.7669022103489989,C
8364,-0.6338299584924107,D
8365,0.10663321450246784,A
8366,-0.043541365270752384,C
8367,-0.6092326956956262,C
8368,0.008104798607648072,B
8369,-1.0546491489923595,C
8370,-2.0112660338861628,C
8371,-0.09996734652031328,C
8372,-1.108538443013428,C
8373,-1.0844799116472463,C
8374,0.08421118897819585,A
8375,-3.0594716729198526,B
8376,0.05476035967288347,C
8377,0.4956982324741775,D
8378,1.0399017357931846,B
8379,-0.5017953371492759,B
8380,-0.9518774176378462,A
8381,-1.9032833209614022,B
8382,-0.06448639588976408,D
8383,0.843937697071032,D
8384,0.3566866803702247,C
8385,0.016156952462726283,A
8386,0.6821405075406436,D
8387,-0.013344966134464729,D
8388,0.30043178159643236,B
8389,-0.12469499239043726,C
8390,-0.14203550184488797,A
8391,-1.6726895019095966,A
8392,-1.1393417012624205,D
8393,0.32942363053577545,D
8394,-0.5009728279908734,B
8395,0.08857931057079349,A
8396,-0.0008154501283000942,C
8397,-0.4609334279849984,C
8398,-0.8165081111998918,A
8399,-1.8495517456353707,B
8400,-0.811102508198582,D
8401,-0.6082124593469511,C
8402,-1.2761830274094426,B
8403,-0.2107829037468373,D
8404,0.23512421281096113,C
8405,0.9863161465110933,A
8406,0.17175072090102445,B
8407,0.09619835174465415,B
8408,-0.7953689459725077,B
8409,-0.21205116183102196,A
8410,0.5916937812788778,B
8411,1.1172210272675909,D
8412,0.46581162509784313,A
8413,0.9350097459582681,A
8414,-0.43478603567016283,C
8415,-0.04282852473909508,A
8416,-0.21203320540808032,C
8417,0.9727984792053548,D
8418,0.526505731286222,C
8419,1.1950246856340252,B
8420,0.9995162937766842,A
8421,-1.0701824822265502,D
8422,-0.7390775248553824,B
8423,-2.043650225987833,D
8424,1.1630463425019915,A
8425,-0.542178122297498,B
8426,0.6786102124485853,C
8427,0.7734011097615434,D
8428,0.19853858362946916,B
8429,-0.8767414034353208,A
8430,0.6487449851324628,A
8431,-1.915300420769699,C
8432,-1.6820226384425652,B
8433,-0.6213269427378295,B
8434,0.45341637171873816,B
8435,0.903913733789105,A
8436,-1.0977952938568176,B
8437,0.34064980586652027,B
8438,-0.8720427153944278,B
8439,0.9395147722802332,B
8440,0.6741252965372007,A
8441,1.0950184130059124,A
