ID,值,类别
0,-0.4320443262309131,B
1,-0.5391686248456443,C
2,-0.6457716828144722,B
3,0.297610031072497,D
4,0.08925497405334674,A
5,-0.8299230778882752,B
6,-0.17866516069652166,C
7,0.10154886105840369,B
8,-0.7414440749823841,A
9,0.020024187958122133,B
10,-0.7590791152000587,D
11,-0.8185737361511883,A
12,0.8839611389197447,A
13,-0.24923074079681404,B
14,-2.1652629912213808,A
15,-1.3639698312811224,C
16,1.487228424959277,A
17,0.5800644788813833,B
18,1.72810464088363,B
19,1.4890771516122532,D
20,-0.49335681365580203,B
21,1.3798608567764734,C
22,0.8054107006777843,A
23,-1.0025741986902503,A
24,1.710693471819575,C
25,-0.8720110253479564,C
26,0.18281323933566096,A
27,0.9344728987016161,A
28,-1.2362150730950359,C
29,-0.5529493896339782,D
30,-2.146971444306033,B
31,-1.2295948314966718,A
32,-1.1466595016677907,D
33,2.078112228939994,B
34,0.4074532017414409,C
35,1.2536880260708585,C
36,-1.1194751416925885,D
37,1.2669609845690555,A
38,0.8227493915583697,C
39,-0.16124644762311507,B
40,0.39764916271016004,C
41,-0.5208050727734909,B
42,0.5593710852480027,C
43,1.2214348440419183,C
44,-0.007974506943151636,A
45,0.07862589684906494,A
46,1.63556935068264,C
47,-0.1615323267666272,A
48,1.6455350152826083,C
49,1.224144201664533,D
50,0.2572797603840485,B
51,0.6598572666741427,D
52,-0.10678565150733217,D
53,0.6321920390793848,A
54,-0.24025764374911365,A
55,1.1857748845388951,A
56,0.2838239881400044,C
57,-0.5308210669793715,B
58,1.6154006281149318,C
59,-1.4673512664705481,B
60,-2.110143913457894,A
61,-1.5959668403984304,A
62,1.0269377609629073,C
63,0.4816064454046889,B
64,0.8843629810415583,A
65,0.25950129645528985,D
66,0.4398604164790966,A
67,-0.6255984782819075,C
68,-0.7176868570342353,C
69,1.1328692792137058,B
70,-0.5152195095201515,C
71,-0.8544987715170838,B
72,-1.061582632633311,B
73,-1.1655145725597584,D
74,-1.9527148602263327,A
75,-0.11313571203687396,C
76,0.3714497683846064,C
77,-2.706819206786094,A
78,-0.7080460752681179,D
79,-1.3338634331792711,D
80,-0.7605191636973131,D
81,-1.3450428809434867,D
82,0.4412346850954241,D
83,0.3933636053814028,A
84,1.2175342208425437,A
85,1.822255952230052,C
86,0.966547666105904,B
87,-0.6927363411491638,D
88,0.22147152902391723,D
89,-2.608486040429668,A
90,-1.1695278923064514,B
91,0.02940429848985361,C
92,-0.14645741557484762,D
93,-0.43253816445024645,A
94,-1.6629647770007487,C
95,-0.0035768742291405384,D
96,-1.7624224595293094,D
97,-1.7216784409791768,D
98,-1.0235307298328595,A
99,-0.6891868436370292,C
100,-0.6531833900953775,A
101,0.15163922385763778,C
102,0.5982234780143759,C
103,-0.006476458023630829,C
104,0.7113258727719912,D
105,-0.298676282840516,C
106,-0.38557637723048893,D
107,0.025165421872633306,A
108,1.2265655865861838,A
109,0.9574872474562433,A
110,0.4130889102217411,B
111,-0.12120730285358497,B
112,-0.8051922056689523,B
113,0.618498310160602,D
114,1.474445780756942,D
115,0.7670127352882954,B
116,0.0714510181372792,C
117,0.6854148107233741,C
118,0.10156401745607403,A
119,0.05848085094391292,B
120,0.207308471987851,D
121,-0.4925845200985394,C
122,-0.6331383632206127,D
123,0.11615917102915767,D
124,-0.059438569199222496,B
125,-0.9645638669672778,D
126,-1.859871629466568,C
127,0.1435306643392732,D
128,1.723278144414527,B
129,-1.161252639550115,A
130,0.5690670180281455,A
131,0.42032749457421803,A
132,1.241119796854842,C
133,-0.7045748918359922,B
134,-1.279732028497173,D
135,-0.8116555185901316,A
136,-1.1013594120475385,A
137,1.7304452789372078,B
138,-0.9816902023919962,B
139,0.16693203415170468,C
140,0.831257907391594,C
141,0.7887099564146959,D
142,0.5967173642371527,A
143,-0.6446056299018739,D
144,0.1081335922525916,A
145,-1.3826191364307039,A
146,-0.14950218763771164,C
147,-0.034276141375353515,A
148,-0.008389491298554593,C
149,-1.0123456395417296,A
150,0.3299488839877661,B
151,0.4254750966131294,B
152,-0.8073237592588206,C
153,-0.47274886034703145,B
154,0.311820447194163,C
155,-1.464944633708545,C
156,0.5189433662893118,C
157,-1.4001395155806957,D
158,-1.7446406784242232,B
159,-0.23937013305219565,C
160,0.37223946719802403,B
161,-0.30563360652642146,A
162,-0.09241989154958304,C
163,3.6868032390894485,A
164,0.30523833366860365,A
165,0.030424228864982198,A
166,-1.1447516837340648,C
167,-1.15380727061609,B
168,-1.143924788604125,C
169,0.29860672198835103,D
170,0.7609669766554018,A
171,-0.900863437901615,C
172,-0.21466190941370814,A
173,-1.5548091527023309,D
174,-0.048677885326877106,A
175,2.130915886096773,C
176,0.6049522488720714,A
177,-0.8789298126800873,A
178,-0.38482018162534,B
179,0.39158255057545593,B
180,-0.3414821251906168,A
181,1.0324315373995183,C
182,-0.14487896117021717,A
183,-0.6802209730556901,B
184,-0.5422476408241712,D
185,-0.3470323534257973,A
186,-0.4063753090923618,C
187,-1.9748152332346227,B
188,1.0253033998544179,D
189,-2.1154835198011424,B
190,0.3089055881446691,D
191,-0.07315378693793033,B
192,0.04879946941910542,C
193,0.6257900029776032,A
194,-1.42947158019937,D
195,-1.190095507161771,B
196,0.0013551100719358942,A
197,-0.1816865918728389,B
198,1.4042228551125775,D
199,-0.7238980559657915,B
200,2.3370756009989377,A
201,-0.5574938160091295,D
202,0.936571328182984,B
203,0.8986085386630289,C
204,0.10653642316150379,A
205,-1.8373468536371222,B
206,0.3429577414466101,B
207,2.559187017739208,A
208,1.596000645048977,D
209,-1.1024581957038122,C
210,-0.9806922563008836,A
211,0.24297472891414848,D
212,-0.5253745400071068,C
213,1.7306577473500486,C
214,-0.18505390091049512,B
215,-0.9066398537785878,B
216,2.6095335111731774,C
217,-0.6597718137028307,A
218,1.6893801019424632,A
219,-0.5064046800084738,C
220,-1.1012728585254632,A
221,0.3264702796213575,C
222,-1.2352283486661793,C
223,-0.23460495018260985,C
224,-1.1399239175662221,D
225,1.341678947601123,A
226,-0.24029412179964357,B
227,0.4335503450257497,C
228,-0.7920570698155074,A
229,0.4611506041548067,B
230,0.568216339417799,B
231,1.3582669862034626,B
232,-0.018860403050310417,C
